MODALIDAD,TIPO_ARMA,CALIBRES,ESTADO,FECHA,AÑO,MES_NUM,MES,CLUB,LUGAR
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",SAN LUIS POTOSI,2026-08-16,2026,8,Agosto,"Club Cinegético Los Condores Potosinos, A.C.","San Luis Potosí, S.L.P."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",SAN LUIS POTOSI,2026-08-20,2026,8,Agosto,"Club Cinegético y de Tiro Halcones, A.C.                                                        6a Circuito Halcón de Oro 2026",El Tepetate
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",SAN LUIS POTOSI,2026-09-17,2026,9,Septiembre,"Club Cinegético y de Tiro Halcones, A.C.                                                        7A Circuito Halcón de Oro 2026",El Tepetate
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",SAN LUIS POTOSI,2026-10-18,2026,10,Octubre,"Club Cinegético Los Condores Potosinos, A.C.","San Luis Potosí, S.L.P."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",SAN LUIS POTOSI,2026-11-29,2026,11,Noviembre,"Club Cinegético Los Condores Potosinos, A.C.","San Luis Potosí, S.L.P."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-04-01,2026,4,Abril,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-05-09,2026,5,Mayo,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-06-20,2026,6,Junio,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-07-11,2026,7,Julio,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-09-26,2026,9,Septiembre,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEÓN,2026-10-17,2026,10,Octubre,"Club Asoc. Regiomontana de Caza y Tiro, A.C.","Santa Catarina, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-04-04,2026,4,Abril,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-04-26,2026,4,Abril,"Club de Caza, Tiro y Pesca "" La Jauría "" A.C.                                                                                                                                          Blancos en Movimiento","Martínez de la Torre, Ver."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-05-23,2026,5,Mayo,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-06-28,2026,6,Junio,"Club de Caza, Tiro y Pesca "" La Jauría "" A.C.","Martínez de la Torre, Ver."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-07-26,2026,7,Julio,"Club de Caza, Tiro y Pesca "" La Jauría "" A.C.                                                                                                                                          Blancos en Movimiento","Martínez de la Torre, Ver."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-08-08,2026,8,Agosto,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-09-19,2026,9,Septiembre,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-11-20,2026,11,Noviembre,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",VER.,2026-12-19,2026,12,Diciembre,"Club Orizaba de Caza, Tiro y Pesca. A.C.",Orizaba
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",QUERETARO,2026-04-18,2026,4,Abril,"Club De Tiro Queretaro, A. C.                                                                                                                                                Gran Premio Queretaro","Queretaro, Qro."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",QUERETARO,2026-06-25,2026,6,Junio,"Club de Tiro Querétaro, A.C.                                                                                                                                                V Campeonato Mundial FEDECAT","Querétaro, Qro."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",QUERETARO,2026-06-28,2026,6,Junio,"Club De Tiro Queretaro, A. C.                                                                                                                                                Mundial De Colombaire","Queretaro, Qro."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",QUERETARO,2026-08-29,2026,8,Agosto,"Club De Tiro Queretaro, A. C.","Queretaro, Qro."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",QUERETARO,2026-11-28,2026,11,Noviembre,"Club De Tiro Queretaro, A. C.","Queretaro, Qro."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",BAJA CALIFORNIA,2026-04-19,2026,4,Abril,"Club Dptvo. de C. T. y P. El Venado, A.C.","Mexicali, B.C."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",BAJA CALIFORNIA,2026-10-11,2026,10,Octubre,"Club Dptvo. de C. T. y P. El Venado, A.C.","Mexicali, B.C."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEON,2025-09-06,2025,9,Septiembre,"Club Dptvo. de Cazadores Gatos Monteses, A.C.","Monterrey, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",NUEVO LEON,2026-05-03,2026,5,Mayo,"Club Dptvo. de Cazadores Gatos Monteses, A.C.","Monterrey, N.L."
BLANCOS EN MOVIMIENTO,Escopeta,"12, 20, .410",YUCATAN,2025-07-12,2025,7,Julio,Club Los Conejos de Caza y Tiro A.C.,"Baca, Yuc."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-01-03,2026,1,Enero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-01-10,2026,1,Enero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-01-17,2026,1,Enero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-01-24,2026,1,Enero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-01-31,2026,1,Enero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-02-07,2026,2,Febrero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-02-14,2026,2,Febrero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-02-21,2026,2,Febrero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-02-28,2026,2,Febrero,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-03-07,2026,3,Marzo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-03-14,2026,3,Marzo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-03-21,2026,3,Marzo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-03-28,2026,3,Marzo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-04-04,2026,4,Abril,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-04-11,2026,4,Abril,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-04-18,2026,4,Abril,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-04-25,2026,4,Abril,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-05-02,2026,5,Mayo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-05-09,2026,5,Mayo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-05-16,2026,5,Mayo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-05-23,2026,5,Mayo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-05-30,2026,5,Mayo,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-06-06,2026,6,Junio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-06-13,2026,6,Junio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-06-20,2026,6,Junio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-06-27,2026,6,Junio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-07-04,2026,7,Julio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-07-11,2026,7,Julio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-07-18,2026,7,Julio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-07-25,2026,7,Julio,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-08-01,2026,8,Agosto,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-08-08,2026,8,Agosto,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-08-15,2026,8,Agosto,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-08-22,2026,8,Agosto,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-08-29,2026,8,Agosto,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-09-05,2026,9,Septiembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-09-12,2026,9,Septiembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-09-19,2026,9,Septiembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-09-26,2026,9,Septiembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-10-03,2026,10,Octubre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-10-10,2026,10,Octubre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-10-17,2026,10,Octubre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-10-24,2026,10,Octubre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-10-31,2026,10,Octubre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-11-07,2026,11,Noviembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-11-14,2026,11,Noviembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-11-21,2026,11,Noviembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-11-28,2026,11,Noviembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-12-05,2026,12,Diciembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-12-12,2026,12,Diciembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-12-19,2026,12,Diciembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",COAHUILA,2026-12-26,2026,12,Diciembre,Club Cinegetico Saltillo Safari AC,"Saltillo, Coah."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2025-03-21,2025,3,Marzo,"Club Cinegético Jalisciense, A.C.                                                                                                                        Campeonato Estatal","Zapopan, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-03,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-07,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-10,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-14,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-17,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-21,2026,1,Enero,"Club Cinegético Jalisciense, A.C.","Zapopan, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-21,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-24,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-28,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-01-31,2026,1,Enero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-01,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-04,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-07,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-11,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-14,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-18,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-21,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-25,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-02-28,2026,2,Febrero,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-01,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-04,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-07,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-11,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-14,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-18,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-21,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-25,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-03-28,2026,3,Marzo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-01,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-04,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-08,2026,4,Abril,"Club Cinegético Jalisciense, A.C.","Zapopan, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-08,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-11,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-15,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-18,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-22,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-25,2026,4,Abril,"Club de Tiro Arandense, A.C.","Arandas, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-25,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-04-29,2026,4,Abril,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-02,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-05,2026,5,Mayo,"Club Cinegético Jalisciense, A.C.                                                                                                                   Copa CCJ","Zapopan, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-06,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-09,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-13,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-16,2026,5,Mayo,"Club Cinegético Jalisciense, A.C.                                                                                                                      Campeonato Estatal Individual","Zapopan, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-16,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-20,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-23,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-27,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-05-30,2026,5,Mayo,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-03,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-06,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-10,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-13,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-17,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-20,2026,6,Junio,"Club Cinegético Celanese, A.C.                                                                                                                                   Copetencia abierta","Ocotlán, Jal."
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-20,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-24,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-06-27,2026,6,Junio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-01,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-04,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-08,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-11,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-15,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-18,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-22,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-25,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-07-29,2026,7,Julio,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-08-01,2026,8,Agosto,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-08-05,2026,8,Agosto,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-08-09,2026,8,Agosto,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-08-12,2026,8,Agosto,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
RECORRIDOS DE CAZA,Escopeta,"12, 20, .410",JALISCO,2026-08-15,2026,8,Agosto,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jalisco"
