MODALIDAD,TIPO_ARMA,CALIBRES,ESTADO,FECHA,AÑO,MES_NUM,MES,CLUB,LUGAR
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-10-21,2026,10,Octubre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-10-24,2026,10,Octubre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-10-28,2026,10,Octubre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-10-31,2026,10,Octubre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-01,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-04,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-07,2026,11,Noviembre,"Club Cazadores de Tepatitlan, A.C. Practica Abierta","Tepatitlan de Morelos, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-07,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-08,2026,11,Noviembre,"Club Cinegético Gavilanes de Mascota, A.C.","Mascota, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-11,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-14,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-15,2026,11,Noviembre,"Club Cinegetico Tigres De San Juan , A.C.",SAN JUAN DE LOS LAGOS
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-18,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-21,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-25,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-11-28,2026,11,Noviembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-02,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-05,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-09,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-12,2026,12,Diciembre,"Club Cazadores de Tepatitlan, A.C.","Tepatitlan de Morelos, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-12,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-16,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-19,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-23,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-26,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",JALISCO,2026-12-30,2026,12,Diciembre,Club Alianza de Cazadores Diana A.C.,"Zapopan, Jal."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,04/04/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,06/06/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,08/08/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,10/10/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,12/11/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,18/04/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,18/07/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,19/09/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-10,2026,1,Enero,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-10,2026,1,Enero,"CLUB DE TIRO, CAZA Y PESCA HALCONES A .C.","TUXTLA GUTIERREZ, CHIAPAS, COL EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-17,2026,1,Enero,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-18,2026,1,Enero,"CLUB DE TIRO, CAZA Y PESCA HALCONES A .C.","TUXTLA GUTIERREZ, CHIAPAS, COL EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-18,2026,1,Enero,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-01-31,2026,1,Enero,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-02-01,2026,2,Febrero,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-02-01,2026,2,Febrero,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS, COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-02-14,2026,2,Febrero,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-02-15,2026,2,Febrero,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-02-22,2026,2,Febrero,"Club de T. C. y P. Choyeros, A.C.                                                                                                                                                     Compeyencia Abierta","TUXTTLA GUTIERREZ, CHIAPAS, COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-03-01,2026,3,Marzo,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-03-14,2026,3,Marzo,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-03-21,2026,3,Marzo,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS, COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-03-29,2026,3,Marzo,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-04-18,2026,4,Abril,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-04-19,2026,4,Abril,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-02,2026,5,Mayo,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-09,2026,5,Mayo,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-16,2026,5,Mayo,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-17,2026,5,Mayo,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-23,2026,5,Mayo,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-05-30,2026,5,Mayo,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-06-13,2026,6,Junio,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-06-21,2026,6,Junio,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-07-04,2026,7,Julio,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-07-12,2026,7,Julio,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-07-25,2026,7,Julio,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-08-09,2026,8,Agosto,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-08-15,2026,8,Agosto,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-08-30,2026,8,Agosto,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-09-05,2026,9,Septiembre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-09-20,2026,9,Septiembre,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-09-26,2026,9,Septiembre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-10-17,2026,10,Octubre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-10-25,2026,10,Octubre,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-10-31,2026,10,Octubre,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-11-14,2026,11,Noviembre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-11-15,2026,11,Noviembre,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-11-28,2026,11,Noviembre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-12-13,2026,12,Diciembre,Club de Tiro Olimpico Chiapaneco A.C.,"Berriozabal, Chiapas"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,2026-12-19,2026,12,Diciembre,"CLUB DE TIRO, CAZA Y PESCA HALCONES A.C. COMPETENCIA ABIERTA","TUXTLA GUTIERREZ, CHIAPAS COL. EL JOBO"
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,21/02/26,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,21/11/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,22/03/26,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,27/06/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",CHIAPAS,29/08/26  ,,,,"Club de Tiro, Caza y Pesca, Jaguar, A.C.","Ocozocoautla de Espinosa, Chis."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-01-10,2026,1,Enero,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-01-24,2026,1,Enero,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-02-15,2026,2,Febrero,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-02-28,2026,2,Febrero,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-03-14,2026,3,Marzo,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-03-28,2026,3,Marzo,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-04-11,2026,4,Abril,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-04-12,2026,4,Abril,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-04-19,2026,4,Abril,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-05-02,2026,5,Mayo,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-05-16,2026,5,Mayo,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-05-31,2026,5,Mayo,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-06-06,2026,6,Junio,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-06-20,2026,6,Junio,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-07-04,2026,7,Julio,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-07-11,2026,7,Julio,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-08-01,2026,8,Agosto,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-08-08,2026,8,Agosto,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-09-05,2026,9,Septiembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-09-26,2026,9,Septiembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-10-03,2026,10,Octubre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-10-17,2026,10,Octubre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-11-07,2026,11,Noviembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-11-21,2026,11,Noviembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-12-05,2026,12,Diciembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",MÉX,2026-12-27,2026,12,Diciembre,"Club de Caza, Tiro, Arqueria y Pesca, ""Aguilas de Atlacomulco, A.C.","Atlacomulco, Méx."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2021-02-21,2021,2,Febrero,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2025-04-10,2025,4,Abril,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-01-11,2026,1,Enero,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-01-17,2026,1,Enero,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-01-30,2026,1,Enero,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-01,2026,2,Febrero,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-14,2026,2,Febrero,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-15,2026,2,Febrero,"Club de Caza y Tiro ""El Huixteco""","Taxco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-19,2026,2,Febrero,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-22,2026,2,Febrero,"Club Union de Cazadores del Sur, A.C.","Iguala, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-02-27,2026,2,Febrero,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-03-05,2026,3,Marzo,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-03-14,2026,3,Marzo,"Club de C. T. y P. Chilpancingo, A.C.",CHILPANCINGO
SILUETAS METALICAS,Rifle/Pistola,".22, .223, Alto Poder, 4.5mm",GUERRERO,2026-03-20,2026,3,Marzo,"Club de C. T. y P. de Acapulco, A.C.","Acapulco, Gro."
